Topic Number,Topic Title,Branch,Program,Close Date,Description,Flags
DON26BZ05-NV080,Submarine Cabinet Sound Dampening Alternative,NAVY,SBIR,"September 23, 2026","As part of the production of electronic cabinets and consoles, noise mitigation products are installed prior to the installation of the electronic components and cabling. The noise mitigation material of choice for decades has been lead septum foam. Reference 1 is the baseline 53711-3203197 lead septum product. This material is installed with a Pressure Sensitive Adhesive (PSA) backing or adhesive to the inner walls of the enclosures. Depending on the complexity of the electronics assembly, in most applications it is difficult or impossible to remove and replace without first complete removal of the electronics and cabling. The electronic assemblies that require this product need to have minimal time offline. Additionally, reassembly of cable harnesses and wiring can result in electrical faults, so complete system testing after reassembly is required. The Navy needs a product that has performance characteristics equivalent or better than today’s lead septum foam product and with a longer life expectancy (exceeding forty years) than the current foam product being used to meet end-of-life of the COLUMBIA/Dreadnought platforms. This product must also meet the Structureborne Noise MILSPEC (MIL-STD-740-2) criteria for testing [Ref 2]]. This material will be installed in Strategic Systems Programs (SSP) Fire Control, NAV, and TEMPALT equipment cabinets onboard COLUMBIA/Dreadnought SSBNs.  In addition to identifying a material with an extended service life, the material attachment methods are expected to have a reduction in time to replace, compared to the 53711-3203197 baseline material.  The final product desired is a structureborne noise mitigation material with a defined efficient attachment method. The final product should be able to be reproduced in sheet sizes equivalent to 53711-3203197 baseline material to support needs from the Navy.  Work produced in Phase II may become classified. Note: The prospective contractor(s) must be U.S. owned and operated with no foreign influence as defined by 32 U.S.C. § 2004.20 et seq., National Industrial Security Program Executive Agent and Operating Manual, unless acceptable mitigating procedures can and have been implemented and approved by the Defense Counterintelligence and Security Agency (DCSA) formerly Defense Security Service (DSS). The selected contractor must be able to acquire and maintain a secret level facility and Personnel Security Clearances. This will allow contractor personnel to perform on advanced phases of this project as set forth by DCSA and NAVSEA in order to gain access to classified information pertaining to the national defense of the United States and its allies; this will be an inherent requirement. The selected company will be required to safeguard classified material during the advanced phases of this contract IAW the National Industrial Security Program Operating Manual (NISPOM), which can be found at Title 32, Part 2004.20 of the Code of Federal Regulations.",T0.3 CLASSIFIED | T0.3 NO FOREIGN INFLUENCE | T0.3 32 U.S.C. § 2004.20 | T0.4 Registration check
DPA26BZ05-DV020,Universal Cell Culture Platform for Rapid Establishment of Species-Agnostic Cell Lines and Autonomous Culture Operations,DARPA,SBIR,"September 23, 2026","Cell culture is foundational to modern biotechnology, biomanufacturing, drug discovery, vaccine production, regenerative medicine, and genetic engineering. However, most established cell culture protocols, media formulations, and immortalized or pluripotent cell lines exist only for well-characterized ""model"" organisms (e.g., human, mouse, rat).  For many vertebrate species, including those of emerging interest to defense, biosecurity, agricultural, conservation, and public-health stakeholders, no validated cell culture baseline exists.  Filling this gap is critical for gene-drive and genetic-biocontrol research. Gene drives, genetic elements engineered to propagate a trait through a target population faster than standard inheritance, hold significant promise for controlling disease vectors, suppressing invasive or pest species, and protecting agriculture, ecosystems, and public health.  Yet engineering, optimizing, validating and characterizing the safety and efficacy of gene-drive constructs requires robust, species-specific cell lines for the target organism that can enable rapid in vitro assessment of drive activity (e.g., homing/conversion efficiency, off-target activity, and stability) that would otherwise require slow, whole-organism breeding studies.  Establishing cell culture for a novel, non-model species today is a slow and irreproducible process. It requires years of manual optimization across an enormous parameter space (media composition, growth factors, substrate, oxygen tension, temperature, passaging cadence, reprogramming-factor delivery, and differentiation cues), depends heavily on individual operator skill, and frequently fails to transfer between laboratories.  This bottleneck limits the speed for standing up new biological capabilities, constrains the breadth and resilience of the bioeconomy, and directly impedes the responsible development of gene-drive and biocontrol countermeasures.  This Phase II SBIR topic seeks a generalizable platform that fundamentally changes this paradigm by combining (1) species-agnostic biological methods for deriving and maintaining cells from arbitrary vertebrate and invertebrate species, (2) autonomous, closed-loop automation that systematically explores culture parameter space and produces reproducible, transferable protocols and cell lines, and (3) the cellular substrate and engineering workflows needed to build and validate in vitro testbeds for gene-drive technologies in those cell lines.  Proposers must address Component 1 and Component 2 below, and are highly encouraged to address Component 3. A proposer may submit only one proposal to this topic.  Component 1: Cross-Species Universality (Species-Agnostic Cell Culture & iPSC Derivation) Develop generalizable biological methods that allow viable, stable cell lines to be established from diverse, non-model vertebrate and invertebrate species without bespoke, multi-year, per-species protocol development.   Areas of interest include, but are not limited to: •	Universal or rapidly tunable media, substrate, and supplement formulations applicable across taxonomically diverse species (e.g., across multiple vertebrate classes such as mammals and reptiles). •	Species-agnostic strategies for primary cell isolation, immortalization, and/or induced pluripotency (iPSC reprogramming), including reprogramming-factor delivery and selection approaches that generalize across species. •	Methods for establishing, characterizing, and validating pluripotency, viability, genomic stability, and lineage differentiation potential in species lacking established reference reagents or markers. •	A principled, design-of-experiments (DOE) or model-driven framework for rapidly converging on viable culture conditions for a previously uncharacterized species. •	Cryopreservation, banking, and quality-control approaches that ensure cell line stability and reproducibility across time and locations.  Component 2: Autonomous, Closed-Loop Culture Automation Develop automation that performs cell culture operations with minimal human intervention and that systematically and reproducibly drives protocol optimization for new species.   Areas of interest include, but are not limited to: •	Per-vessel or per-well environmental independence (e.g., independent control of temperature, gas composition, and media conditions) to enable many simultaneous, independent optimization experiments. •	Automated execution of routine and complex culture operations, including feeding, passaging, reprogramming, differentiation, imaging, and sampling. •	Integrated, automated imaging, data capture, and analysis (including machine-learning–enabled morphology/health assessment) feeding a closed-loop optimization engine that proposes and executes the next experimental conditions. •	Software, data architecture, and electronic protocol capture that make optimized protocols portable and reproducible across instruments and laboratories. •	Throughput and parallelization sufficient to compress new-species protocol development from years to weeks or months.  Component 3: Gene-Drive and Genetic-Biocontrol Enablement Develop the cellular substrates, engineering workflows, and validation methods needed to characterize gene-drive and related genetic-biocontrol technologies in non-model target species.   Areas of interest include, but are not limited to: •	Establishment of species-specific cell lines (including germline-relevant or developmentally relevant cell types) suitable as a testbed for gene-drive construct development. •	In vitro assays to characterize gene-drive efficiency, homing/conversion rates, off-target effects, fitness costs, and genetic stability prior to any whole-organism work. •	Containment, reversibility, and safeguard strategies (e.g., molecular confinement, reversal/immunizing drives) evaluable at the cellular level.  Proposers addressing Component 3 must explicitly address responsible-research practices, applicable biosafety/biosecurity and regulatory considerations, and appropriate institutional oversight.  All Component 3 work under this topic shall be limited to in vitro / cellular research; no environmental release, and no work resulting in a gene-drive-competent whole organism, is contemplated or permitted under this effort.[BR4.1]  Component Integration Proposers should describe how species-agnostic biology, closed-loop automation, and (where applicable) gene-drive enablement combine into a single coherent platform - e.g., how the automation systematically searches biological parameter space to converge on a validated cell line for a new target species, and how that cell line then serves as a reproducible substrate for gene-drive engineering and in vitro validation.",T0.4 Registration check
DAF26BZ05-DV033,Dynamic Open Systems Enclave,USAF,SBIR,"September 23, 2026","The U.S. faces a critical shortfall in its ability to rapidly deploy weapons and software to modernize legacy jets. The existing sensor-to-sensor process is excessively slow, manual and inefficient, hindered by flawed data links and difficult edge processing, failing to meet inflexibility, and critical FY26 modernization requirements that are preventing the U.S. from effectively countering rapidly evolving threats. As more systems gain connectivity, the amount of battlefield data becomes overwhelming, resulting in reduced pilot situational awareness from too much “noise”.   The DAF has identified an opportunity for a software and hardware toolkit that gets the ""Right Data to the Right Shooter, Right Now"" by bypassing slow, manual processes with an open-architecture, high-speed computing enclave engineered to rapidly augment field aircraft with next-generation sensor and data processing capabilities. Legacy airworthiness requirements levied on operational flight programs demand a faster method to insert capabilities in the F-16. When coupled with resilient, high-bandwidth beyond line-of-sight (BLOS) data, a modern OSE can leverage national-level intelligence, sensor data, and algorithms at the edge of warfare thus providing maximum return on Department of War investment. ",T0.4 Registration check
DPA26TZ05-DV003,Scalable Platform for Enterprise Engineering and Deployment towards Mathematics for the Discovery of Algorithms and Architectures (SPEED DIAL),DARPA,STTR,"September 23, 2026","The DARPA DIAL [1] program has successfully demonstrated that AI can autonomously discover novel, high-performance algorithms for a range of scientific and engineering problems. Recent efforts have shown that models such as Transformers can rediscover fundamental algorithms like the Kalman Filter, Genetic Programming can rediscover Wavelets, Accelerated Monte Carlo Tree Search can rediscover optimization algorithms, and AI-driven methods can produce optimal meta-solvers for complex physics simulations. However, such advanced discovery engines are currently siloed in research environments; they are not yet deployed for scientists to discover new algorithms before they execute their standard scientific process.This project will address this gap by creating a framework to transition both previously discovered algorithms and the algorithm discovery engines themselves from curiosities to commodities [2-5]. The goal is to create a symbiotic relationship between algorithm developers and domain experts (e.g., engineers, physicists), enabling them to collaboratively discover, build, refine, and deploy algorithms for real-world applications. We will foster a partnership between universities (with deep expertise in algorithmic discovery) and companies (representing the US industrial base) to embed these tools directly into standard workflows, allowing engineers to generate optimal algorithms on-the-fly for their specific constraints.",STTR: Requires RI partner | T0.4 Registration check
DTR26TZ05-NP001,Novel Technologies for CWMD and Related Threats,DTRA,STTR,"September 23, 2026","DTRA is the lead Department of War Agency responsible for developing science and technology to deter, detect, and defeat weapons of mass destruction (WMD). Our ability to advance Joint Force capabilities to detect WMD threats is challenged by the timelines and costs associated with developing, testing, and producing new military hardware. The limited commercial market for radiological and nuclear detection equipment contributes to these challenges. This open topic is seeking solutions that can help to detect the storage, transfer, or use of WMD (and related materials and delivery systems) through the novel use of signals from existing general-purpose deployed military hardware or non-specialized commercial equipment. Examples could include microphones, cameras, motion detectors, passive infrared, and other common sensors that exist today on a wide variety of military platforms and consumer devices.",STTR: Requires RI partner | T0.3 ITAR | T0.4 Registration check
OSW26TZ05-NV003,High Throughput Wafer Scale Manufacturing of Custom Achromatic Infrared Meta Optics,OSD,STTR,"September 23, 2026","Meta-optics have recently garnered significant attention for their ability to drastically minimize the size, weight, and complexity of infrared (IR) systems. By substituting bulky, multi-element, three-dimensional curved optics with flat surfaces comprised of subwavelength-scale meta-units, they offer an ideal optical platform for size- and weight-constrained systems, such as portable IR vision systems, UAV surveillance platforms, and wearable electronics. Furthermore, a single meta-optic element can be precisely engineered to extract or encode high-dimensional information (including polarization, wavelength, and wavefront) from incident IR signals, unlocking advanced sensing and beam-shaping capabilities unattainable with conventional refractive components.  One of the primary drawbacks of conventional meta-optic components is chromatic aberration. Several approaches have been developed to increase the operational wavelength bandwidth of meta-optic components, including stacked metalenses [1], phase dispersion engineered achromatic metasurfaces [2], and multi-level metalens systems [3]. To implement achromatic meta-optics, several fabrication methods like electron beam lithography [2], UV immersion lithography [3], nanoimprint lithography [4], grayscale lithography [5], and deep UV projection lithography [6] have been explored. However, current techniques remain bottlenecked by slow throughput, complex alignment steps, expensive tooling, and limited material compatibility. In addition, these demonstrated achromatic metalenses operate mostly in the visible or near-infrared regimes. To overcome these barriers, the Army seeks a cost-effective, high-throughput manufacturing process compatible with standard semiconductor fabrication infrastructure to produce wafer-scale achromatic meta-optic components using high-index, IR-transparent materials optimized for both MWIR and LWIR bands.",STTR: Requires RI partner | T0.4 Registration check
ARM26BX05-NP011,xTech|Search 10 Competition,ARMY,SBIR,"September 23, 2026","The SBIR|STTR Program has aligned technologies that are experiencing rapid commercial traction with critical Army priorities into four portfolios of priority interest for this competition, each with core technology components identified. While xTech|Search encourages submissions aligned to the following SBIR|STTR portfolios and the associated core technology components, the program also welcomes proposals in any other technology domain with the potential to provide a disruptive advantage to the Army:   •	Sensors: Electronic devices used to measure physical parameters, often enabling enhanced automation through the Internet of Things. •	Immersive and Wearables: Integration or extension of the real world through digital or simulated reality, such as augmented, virtual, and mixed reality. Wearables focus on smart electronic devices that can be worn by or attached to the user to gather data or provide insight during mission operations. •	AI/ML: Technology that incorporates human intelligence into machines (AI) and allows machines to learn from data without explicit programming (ML). •	Contested Logistics and Sustainment: Strategic and operational technologies that involve planning and executing the movement and maintenance of forces and materials under adversarial conditions.  Note: The topic listed below is part of the xTech|Search 10 Prize Competition. See the full xTech|Search 10 competition RFI here: https://www.xtech.army.mil/competitions/.    xTech|Search 10 will be used to identify small business concerns that meet the criteria for award. Finalists selected from the xTech|Search 10 prize competition will be the only firms eligible to submit a SBIR proposal under the topic listed above. Proposals submitted to the topic listed above by non-finalists or non-participants of the xTech|Search 10 competition will not be evaluated.   August 26, 2026: White paper submission deadline via link above ",T0.4 Registration check
DON26BX05-NP003,NAVSEA Open Topic for Model-Based Systems Engineering (MBSE) Acceleration via Artificial Intelligence or Machine Learning Data Ingestion,NAVY,SBIR,"September 23, 2026","The Navy’s AEGIS Combat System was initially developed in the late 1970s and continues in use today, with updates and changes to the core 1970s design. As a result of this multi-year development, much of its system design documentation is only available on paper or in disparate legacy digital formats that are not easily converted to models. Given the continuous development nature of weapons systems, a shift in program focus to modeling would necessarily divert funding away from capability development, critical to meet warfighter needs. As a result, the AEGIS program requires the ability to rapidly and affordably ingest and develop highly accurate system models in disparate formats. The use of model-based systems engineering (MBSE) will enhance the program’s ability to provide functional kinetic capabilities and fewer errors to combat emerging cyber and kinetic threats. A model that can use AI/ML to ingest multiple forms of technical documentation (e.g., digital files, images, Adobe files, written documents, installation and interface configurations, software and hardware bills of material, cable run sheets, IP addresses, ports protocols and services, etc.) and auto generate Systems Modeling Language (SYSML) models sufficient to support a system will be beneficial to all types of Navy systems. There is nothing commercially available that does this.   The solution will be capable of supporting system design, capability development, cyber assessment and authorization, interface design and verification, functional testing, configuration management, reliability calculation and tracking, problem tracking and program certification functions. These solution models shall be sufficient to support cyber assessments and digital engineering capabilities needed for rapidly developing and automated security assessment with minimal investment in manual labor for model validation and verification. It will use AI/ML to digitize, integrate, and ingest system technical documentation and automate development of models with no human input and a high degree of accuracy. The solution must provide for direct conversion to MBSE Models in the CAMEO Magic Draw SYSML modeling environment. Solutions should incorporate how data will be converted and integrated into SYSML models. Finished models may require some human modification to accurately represent system design and functionality but should work seamlessly with Cameo system modeler Magic Draw in SYSML.  Work produced in Phase II may become classified. Note: The prospective contractor(s) must be U.S. owned and operated with no foreign influence as defined by 32 U.S.C. § 2004.20 et seq., National Industrial Security Program Executive Agent and Operating Manual, unless acceptable mitigating procedures can and have been implemented and approved by the Defense Counterintelligence and Security Agency (DCSA) formerly Defense Security Service (DSS). The selected contractor must be able to acquire and maintain a secret level facility and Personnel Security Clearances. This will allow contractor personnel to perform on advanced phases of this project as set forth by DCSA and NAVSEA in order to gain access to classified information pertaining to the national defense of the United States and its allies; this will be an inherent requirement. The selected company will be required to safeguard classified material during the advanced phases of this contract IAW the National Industrial Security Program Operating Manual (NISPOM), which can be found at Title 32, Part 2004.20 of the Code of Federal Regulations.",T0.3 CLASSIFIED | T0.3 NO FOREIGN INFLUENCE | T0.3 32 U.S.C. § 2004.20 | T0.4 Registration check
DON26BX05-NP004,"NAVWAR Open Topic for Unified Assured Positioning, Navigation, and Timing Operational Awareness and Decision Support",NAVY,SBIR,"September 23, 2026","The United States Navy relies on accurate positioning, navigation, and timing information to support maritime operations, distributed forces, mission planning, and operational decision-making. As the Navy continues to field a growing number of APNT capabilities and related situational awareness systems, operators are increasingly required to interact with multiple interfaces and data sources to understand system health, confidence levels, operational risks, and available response options. This fragmented environment increases cognitive workload, complicates training, and slows decision-making.  The Navy’s GPS-Based Positioning, Navigation, and Timing Service (GPNTS) program continues to enhance APNT resilience through the development and integration of a diverse set of technologies and systems. Examples of these data-types include the opensource All-Source Positioning and Navigation (ASPN) and PNT operating system (pntOS). The Navy seeks innovative approaches capable of ingesting, integrating, processing, and presenting information through GPNTS, to include alternate PNT sources, and related situational awareness systems through a unified operational experience. Of particular interest are solutions that provide operators with rapid understanding of APNT system status, confidence levels, threats, degradations, operational impacts, and recommended courses of action. A common operating picture, “single pane of glass,” decision-support environment, or similar approach may be employed to achieve these objectives. The solutions are to transform fragmented operational data into actionable decision advantage and improve the ability of operators to rapidly sense, understand, and act in contested environments.  This topic does not seek development of new Positioning, Navigation, and Timing (PNT) or APNT sensing technologies, navigation algorithms, timing sources, or hardware systems. Instead, the Department seeks expertise in software architecture, data integration, information management, user experience (UX), human-machine interface (HMI) design, analytics, visualization, and decision-support technologies that improve operator effectiveness. Industry best practices in modern software architecture standards, such as containerization for on-prem isolated runtimes will enable the rapid and secure deployment of this capability while minimizing cybersecurity risks from cross-application dependencies.  Commercial industries such as autonomous transportation, cloud operations, telecommunications, logistics, and industrial automation face similar challenges in integrating information from multiple distributed systems to support rapid operational decision-making. Mature commercial technologies that have demonstrated success in aggregating, correlating, visualizing, and presenting actionable insights from disparate data sources may also be suggested. These may include industrial monitoring systems, transportation management systems, enterprise operations centers, autonomous system operations, telecommunications network management, logistics management platforms, and other environments requiring real-time awareness across disaggregated systems. Solutions do not need to be purpose-built for APNT applications if they can be adapted to address the operational objectives of this topic.  Primary technology areas of interest include, but are not limited to: • Data integration and orchestration platforms • Human-machine interface (HMI) design • User experience (UX) design • Common operating picture technologies • Operational data visualization • Decision-support systems • Workflow automation • Human-centered design methodologies • Data analytics and correlation platforms • AI-enabled operator assistance • Containerized software architectures • Mission management software • Digital engineering environments  Solutions outside these areas that address the stated objective may also be submitted.",T0.4 Registration check
ARM26TX05-NP002,xTech|Search 10 Competition,ARMY,STTR,"September 23, 2026","The SBIR|STTR Program has aligned technologies that are experiencing rapid commercial traction with critical Army priorities into four portfolios of priority interest for this competition, each with core technology components identified. While xTech|Search encourages submissions aligned to the following SBIR|STTR portfolios and the associated core technology components, the program also welcomes proposals in any other technology domain with the potential to provide a disruptive advantage to the Army:   •	Sensors: Electronic devices used to measure physical parameters, often enabling enhanced automation through the Internet of Things. •	Immersive and Wearables: Integration or extension of the real world through digital or simulated reality, such as augmented, virtual, and mixed reality. Wearables focus on smart electronic devices that can be worn by or attached to the user to gather data or provide insight during mission operations. •	AI/ML: Technology that incorporates human intelligence into machines (AI) and allows machines to learn from data without explicit programming (ML). •	Contested Logistics and Sustainment: Strategic and operational technologies that involve planning and executing the movement and maintenance of forces and materials under adversarial conditions.  Note: The topic listed below is part of the xTech|Search 10 Prize Competition. See the full xTech|Search 10 competition RFI here: https://www.xtech.army.mil/competitions/.    xTech|Search 10 will be used to identify small business concerns that meet the criteria for award. Finalists selected from the xTech|Search 10 prize competition will be the only firms eligible to submit a SBIR or STTR proposal under the topic listed above. Proposals submitted to the topic listed above by non-finalists or non-participants of the xTech|Search 10 competition will not be evaluated.   August 26, 2026: White paper submission deadline via link above ",STTR: Requires RI partner | T0.4 Registration check
OSW26BZ05-DV020,Joint Radar & Communication Waveforms,OSD,SBIR,"September 23, 2026","Conventionally radar sensing and communications require separate hardware on surveillance platforms, which adds complexity and latency. Data-encoded waveforms use waveform diversity or modulated pulses to carry additional information. A Dual-functional Radar Communication (DFRC) scheme is where arbitrary communication info is encoded in pulse shapes rather than sent over a dedicated communication link. Phase I is to design chirp/phase-modulated schemes that encode additional information into a radar pulse. Testing would verify that a receiver can decode this embedded data while correctly processing the radar data without an external datalink. Phase II involves building a hardware prototype, where data-encoded waveforms are transmitted and received. Phase III would apply this technology to existing Service networks and/or emulate existing Service sensor parameters, to study the ability to reduce reliance on secure datalinks separate from the radar sensor. Dual Use: Similar techniques could serve civilian networks, such as embedding vehicle ID or geolocation in automotive radar pulses, or providing redundancy to automatic dependent surveillance broadcast (ADSB) for Federal Aviation Administration (FAA) radars, etc.",T0.4 Registration check
DTR26BZ05-NP001,Novel Technologies for CWMD and Related Threats,DTRA,SBIR,"September 23, 2026","DTRA is the lead Department of War Agency responsible for developing science and technology to deter, detect, and defeat weapons of mass destruction (WMD). Our ability to advance Joint Force capabilities to detect WMD threats is challenged by the timelines and costs associated with developing, testing, and producing new military hardware. The limited commercial market for radiological and nuclear detection equipment contributes to these challenges. This open topic is seeking solutions that can help to detect the storage, transfer, or use of WMD (and related materials and delivery systems) through the novel use of signals from existing general-purpose deployed military hardware or non-specialized commercial equipment. Examples could include microphones, cameras, motion detectors, passive infrared, and other common sensors that exist today on a wide variety of military platforms and consumer devices.",T0.3 ITAR | T0.4 Registration check
DON26BZ05-NV071,"Dynamically Generated, Articulated 3-Dimensional Training Content",NAVY,SBIR,"September 23, 2026","The Navy increasingly relies on immersive training solutions utilizing Virtual, Augmented, and Mixed Reality (VR/AR/MR) to provide instructors with the flexibility to create realistic training scenarios, including fault injections and novel situations. However, the traditional development of interactive 3-D models remains a significant bottleneck, requiring months of intensive design, modeling, and coded scripting. This slow process hinders curriculum updates, constrains training throughput, and increases lifecycle costs. Navy initiatives demand technologies that accelerate content creation and refresh, particularly given emerging opportunities for advanced LVC training, adaptive tutoring, and rapid prototyping of virtual content.  Recent technological breakthroughs, such as neural radiance fields, 3-D Gaussian Splatting, and 3-D model diffusion, offer near-instant scene creation and real-time asset generation. Furthermore, advances in computing power and technology such as generative artificial intelligence (AI) enables the ingestion of large technical datasets to auto-draft procedures and annotations for instructional content. Despite these advances, existing solutions often lack the dynamic articulation, physics, and logic necessary for hands-on procedural practice and team interaction. Critically, fleet use cases require no-code tools that empower Subject Matter Experts (SMEs) to verify content outputs, embed adaptive cues, and seamlessly export to existing simulators and LVC systems. Dynamic articulation, multi-user networking, SME oversight, and standards-compliant export represent key transition hurdles.  Secure, user-friendly toolkit solutions are desired that enables the rapid conversion of diverse Navy data sources (structured and unstructured) into photorealistic 3-D assets suitable for deployment in AR and MR training platforms and LVC environments. The solution should provide a low-code/no-code software platform for the automated generation of AR/MR training content that requires minimal source media (e.g., smartphone photos, video, Computer-aided design model, or schematics) while offering human-on-the-loop controls for validation and refinement of models. These photorealistic 3-D assets should have articulating sub-components, respond to user actions, and drive the learning of procedural maintenance workflows. The toolchain must support easy export to a variety of Navy immersive reality training platforms and/or LVC environments or systems. The goal is to produce mission-specific, realistic content in days instead of weeks or months, leveraging actual fleet data and user-friendly tools.  This topic seeks an innovative capability that supports automated or semi-automated generation of AR/MR content from real-world data sources—such as maintenance records, after-action reports, sensor logs, or mission debriefs—and enables curriculum developers or instructors to generate varied training scenarios quickly and intuitively. The system should support parameterized scenario generation and include tools for editing or customizing scenarios without requiring software development skills.  Key technical elements may include: • AI-assisted generation of 3-D assets, animations, or procedural scripts; • Natural language processing (NLP) to parse textual data into scenario logic; • Interfaces that allow low-code or no-code authoring of AR/MR content; • Export capability to common AR/MR engines (Unity, Unreal) and Navy-deployed HMDs or mobile devices; and • Security and compatibility with Navy computing environments.  The expected outcome is a toolchain that empowers training programs to rapidly create and deploy operationally relevant AR/MR training content, significantly reducing development time and cost while enhancing the effectiveness of Navy training programs.",T0.4 Registration check
DPA26BZ05-DV019,Semantically-Aware ISR,DARPA,SBIR,"September 23, 2026","Effective Intelligence, Surveillance, and Reconnaissance (ISR) in contested theaters depends on the ability to extract and transmit decision-relevant information from sensors under severely constrained communications. Modern multimodal sensor payloads, including electro-optical (EO), infrared (IR), event-camera, low-light, and platform-telemetry streams, produce data volumes orders of magnitude beyond what tactical communications links can carry, particularly when those links are degraded, intermittent, jammed, emission-constrained, or forced to single-digit kilobits per second by electronic warfare. The operational consequence is binary: an ISR platform either delivers mission-relevant evidence to the operator under these conditions, or it provides limited operational value. Small unmanned aircraft systems (sUAS) embody this challenge in its most acute form. Representative Group 1 platforms such as RQ-11B Raven and RQ-20 Puma-class systems carry EO and IR video for dismounted operators with single-digit-watt payload compute budgets. Representative Group 2 platforms such as ScanEagle-class systems provide broader reconnaissance with greater range, endurance, and modular sensors, but remain size, weight, and power (SWaP) constrained. Across both classes, full-motion EO and IR video routinely exceeds available tactical link capacity, particularly when multiple unmanned systems operate simultaneously. Three concurrent technical failure modes define this problem space and rule out incremental approaches: •	Mission intent is vague and operator-defined. Operators do not request a single class label. They request answers to compositional, context-dependent tasks such as identifying indicators of hostile staging along a ridgeline, judging whether a gathering is consistent with prior pattern-of-life, or noticing whether access patterns to a structure have changed in the last twenty minutes. There is no fixed object dictionary, and what is mission-relevant in one engagement is clutter in the next. •	Regions of interest are not necessarily objects. Mission-relevant regions are frequently not detectable as discrete objects in any single frame. Relevant evidence may be a vehicle stopped where vehicles do not normally stop, a crowd dispersing unusually fast, a heat signature appearing at an unusual time, a person loitering near an asset, or a pattern of vegetation disturbance accumulated over many frames. Object detectors and large vision-language models are weak in this regime because the evidence is distributed across space and time rather than localized in a single frame. •	The platform cannot host heavy artificial intelligence. Group 1 payload compute is typically constrained to single-digit watts; Group 2 platforms allow modest growth but remain size, weight, and power constrained. Large vision-language models and conventional deep-learning trackers are not deployable at this power envelope and are additionally fragile under domain shift, adversarial obscuration, and data-poor conditions characteristic of low-density and low-prior threats. This topic seeks a new class of mission-aware semantic communication systems that can approach two orders of magnitude data reduction in mission-suitable ISR scenarios while preserving mission-relevant context and semantic content. The required capability is not video compression, object detection, or target tracking; it is an onboard, real-time, low-power information-processing layer that understands operator intent, reasons over spatial and temporal context, captures behavioral evidence distributed across frames, and emits only the compact semantic packets needed for receiver-side reconstruction. Semantic packets shall combine high-fidelity regions of interest, tracklets, scene-change descriptors, temporal evidence, low-rate background context, confidence, uncertainty, and traceable explanations sufficient for the operator to act on the evidence at substantially lower bandwidth. Phase II prototypes shall demonstrate the following capabilities: •	Mission-intent grounding. Translate vague natural-language or structured operator objectives into compact, executable mission cards that identify relevant cues, contextual relationships, temporal patterns, negative evidence, and uncertainty thresholds. Support operator updates over a constrained link without mission-specific retraining during flight. •	Open-world spatiotemporal reasoning with adaptive ROI coding. Identify regions, events, and behaviors that are mission-relevant even when object categories are unknown, low-resolution, occluded, or camouflaged, by reasoning over multiple frames, tracks, scene context, motion fields, and temporal change rather than per-frame detections. Allocate bits dynamically among high-fidelity ROI patches, event summaries, background context, descriptors, and metadata such that the transmitted payload is reconstructable into operator-usable products at the receiver. •	Multimodal semantic fusion. Extend reasoning beyond single-modality EO video. By end of Phase II, demonstrate EO video plus at least one additional modality or metadata source: long-wave infrared, low-light video, event-camera streams, platform telemetry, gimbal or inertial state, acoustic cueing, or RF or link-state metadata. •	Traceability and operator trust. Each semantic transmission decision shall include a compact evidence chain comprising mission clause, cue type, temporal support, spatial support, confidence, and uncertainty. The receiver shall enable operator audit of why information was transmitted, suppressed, or summarized. This is a hard requirement intended to distinguish the deliverable from black-box neural compression. •	Low-SWaP embedded execution. Operate on edge hardware compatible with small UAS payload constraints. Threshold = 5 W incremental power during interim testing; final objective = 2 W average incremental power excluding camera and radio. Implementations may use quantized neural networks, vector symbolic or hyperdimensional accelerators, FPGA, low-power NPU, microcontroller co-processing, neuromorphic devices, or custom hardware-software co-design. Representative embedded targets include the NVIDIA Jetson Orin Nano in low-power profiles, Hailo-8L, Coral Edge TPU, AMD Kintex UltraScale+ FPGA fabrics, and ARM Cortex-M-class microcontrollers for symbolic primitive execution. •	Robustness under contested operation. Maintain performance under motion blur, compression artifacts, clutter, low contrast, sensor noise, partial occlusion, camera motion, lighting change, intermittent links, packet loss, and adversarially confusing backgrounds. Robustness shall be characterized quantitatively, not asserted. •	Cyber posture and supply chain integrity. Deliver a software bill of materials, secure update path, documented interfaces, and cybersecurity assessment suitable for transition review. The deployable system shall not introduce avoidable vulnerabilities into tactical networks or mission systems. Approaches of interest may combine lightweight neural perception with mathematically structured spatiotemporal reasoning, including vector symbolic architectures, hyperdimensional computing, temporal graphs, probabilistic scene memory, causal or relational models, neurosymbolic methods, or other compact online-reasoning approaches. Such methods are relevant because they can support compositional representation, efficient similarity search, noise tolerance, online learning, and traceable reasoning under tight power budgets. The Government does not prescribe a specific algorithmic stack; proposers may employ any combination of techniques meeting the performance, traceability, robustness, and SWaP requirements. Approaches not of interest include solutions relying solely on conventional video compression without mission-aware reasoning; solutions relying solely on object detection or tracking with a fixed taxonomy; solutions relying solely on large vision-language models that cannot execute onboard; approaches requiring cloud processing, continuous high-bandwidth reachback, or extensive per-mission retraining during flight; and approaches requiring replacement of existing UAS flight controllers, autopilots, radios, or ground-control stations. Weapon-release, lethal engagement, and named-person identification capabilities are explicitly excluded from this topic. The deliverable system shall not autonomously make lethal engagement decisions, shall not identify named persons, and shall not serve as a weapon-release authority. The intended use is bandwidth-efficient ISR sensing, operator cueing, and semantic preservation under constrained communications",T0.4 Registration check
